sentences,tokens,ner_tokens,FUNDAMENTO,DATA,ORGANIZACAO,PESSOA,PRODUTODELEI,LOCAL,EVENTO,lem_sentence,stem_sentence,id
todos sabemos que as regras atuais de sorteio para a escolha dos oradores do grande expediente não dão possibilidade a todos os deputados da casa de usarem a tribuna para se pronunciarem de maneira mais profunda e substancial sobre assuntos de interesse nacional .,"['todos', 'sabemos', 'que', 'as', 'regras', 'atuais', 'de', 'sorteio', 'para', 'a', 'escolha', 'dos', 'oradores', 'do', 'grande', 'expediente', 'não', 'dão', 'possibilidade', 'a', 'todos', 'os', 'deputados', 'da', 'casa', 'de', 'usarem', 'a', 'tribuna', 'para', 'se', 'pronunciarem', 'de', 'maneira', 'mais', 'profunda', 'e', 'substancial', 'sobre', 'assuntos', 'de', 'interesse', 'nacional', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,1,0,0,0,saber regra atual sorteio escolha orador expediente possibilidade deputado casa usar tribuna pronunciar maneira profundo substancial assunto interesse nacional,sab regr atual sortei escolh orad expedi possibil deput cas us tribun pronunci man profund substanc assunt inter nacion,554
"ocorre que o prazo de escolha dos candidatos pelos partidos , que abarcava o período de 12 a 30 de junho , passou a ser contado , a partir da reforma eleitoral de 2015 , no período de 20 de julho a 5 de agosto do ano eleitoral , consoante atual redação do art . 8º , da lei nº 9.504 / 1997 ( lei das eleições ) .","['ocorre', 'que', 'o', 'prazo', 'de', 'escolha', 'dos', 'candidatos', 'pelos', 'partidos', ',', 'que', 'abarcava', 'o', 'período', 'de', '12', 'a', '30', 'de', 'junho', ',', 'passou', 'a', 'ser', 'contado', ',', 'a', 'partir', 'da', 'reforma', 'eleitoral', 'de', '2015', ',', 'no', 'período', 'de', '20', 'de', 'julho', 'a', '5', 'de', 'agosto', 'do', 'ano', 'eleitoral', ',', 'consoante', 'atual', 'redação', 'do', 'art', '.', '8º', ',', 'da', 'lei', 'nº', '9.504', '/', '1997', '(', 'lei', 'das', 'eleições', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'O', 'B-DATA', 'I-DATA', 'I-DATA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'B-DATA', 'I-DATA', 'I-DATA', 'O', 'B-DATA', 'I-DATA', 'I-DATA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O']",3,4,0,0,0,0,0,ocorrer prazo escolha candidato partido abarcar período 12 30 junho passar contar reforma eleitoral 2015 período 20 julho 5 agosto ano eleitoral consoante atual redação art 8º lei nº 9.504 1997 lei eleição,ocorr praz escolh candidat part abarc períod 12 30 junh pass cont reform eleitor 2015 períod 20 julh 5 agost ano eleitor conso atual red art 8º lei nº 9.504 1997 lei ele,555
presumir perigo não significa inventar perigo onde este jamais pode ocorrer .,"['presumir', 'perigo', 'não', 'significa', 'inventar', 'perigo', 'onde', 'este', 'jamais', 'pode', 'ocorrer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,presumir perigo significar inventar perigo jamais ocorrer,presum perig signif invent perig jamal ocorr,556
"como podemos ver , ações de sucesso estão ocorrendo em todo país e um banco de dados contendo essas ideias irá aperfeiçoar a prevenção e o combate da violência contra a mulher .","['como', 'podemos', 'ver', ',', 'ações', 'de', 'sucesso', 'estão', 'ocorrendo', 'em', 'todo', 'país', 'e', 'um', 'banco', 'de', 'dados', 'contendo', 'essas', 'ideias', 'irá', 'aperfeiçoar', 'a', 'prevenção', 'e', 'o', 'combate', 'da', 'violência', 'contra', 'a', 'mulher', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,poder ação sucesso ocorrer país banco dado conter ideia aperfeiçoar prevenção combate violência mulher,pod açõ sucess ocorr país banc dad cont ide aperfeiço prevenç combat viol mulh,557
art . 2º as plataformas virtuais ou redes sociais que viabilizem a realização de comércio de produtos ou serviços deverão disponibilizar o acesso do consumidor a ferramenta de avaliação de reputação dos perfis comerciais .,"['art', '.', '2º', 'as', 'plataformas', 'virtuais', 'ou', 'redes', 'sociais', 'que', 'viabilizem', 'a', 'realização', 'de', 'comércio', 'de', 'produtos', 'ou', 'serviços', 'deverão', 'disponibilizar', 'o', 'acesso', 'do', 'consumidor', 'a', 'ferramenta', 'de', 'avaliação', 'de', 'reputação', 'dos', 'perfis', 'comerciais', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,art 2º plataforma virtual rede social viabilizem realização comércio produto serviço dever disponibilizar acesso consumidor ferramenta avaliação reputação perfi comercial,art 2º plataform virtual red soc viabiliz realiz comérci produt serviç dev disponibil acess consum ferrament avali reput perfil comerc,558
"art . 2º a lei nº 9.294 , de 15 de julho de 1996 , passa a vigorar acrescida dos seguintes dispositivos : “ art . 3º-d quanto aos produtos referidos no parágrafo único do art . 1 o desta lei , são proibidos : i – a venda por via postal ; ii – a distribuição de qualquer tipo de amostra ou brinde ; iii – a propaganda por meio eletrônico , inclusive internet ; iv – a realização de visita promocional ou distribuição gratuita em estabelecimento de ensino ou local público ; v – o patrocínio de atividade cultural ou esportiva ; vi – a propaganda fixa ou móvel em estádio , pista , palco ou local similar ; vii – a propaganda indireta contratada , também denominada merchandising , nos programas produzidos no país após a publicação desta lei , em qualquer horário ; viii – a comercialização em estabelecimento de ensino , em estabelecimento de saúde e em órgãos ou entidades da administração pública ; ix – a venda a menores de dezoito anos .","['art', '.', '2º', 'a', 'lei', 'nº', '9.294', ',', 'de', '15', 'de', 'julho', 'de', '1996', ',', 'passa', 'a', 'vigorar', 'acrescida', 'dos', 'seguintes', 'dispositivos', ':', '“', 'art', '.', '3º-d', 'quanto', 'aos', 'produtos', 'referidos', 'no', 'parágrafo', 'único', 'do', 'art', '.', '1', 'o', 'desta', 'lei', ',', 'são', 'proibidos', ':', 'i', '–', 'a', 'venda', 'por', 'via', 'postal', ';', 'ii', '–', 'a', 'distribuição', 'de', 'qualquer', 'tipo', 'de', 'amostra', 'ou', 'brinde', ';', 'iii', '–', 'a', 'propaganda', 'por', 'meio', 'eletrônico', ',', 'inclusive', 'internet', ';', 'iv', '–', 'a', 'realização', 'de', 'visita', 'promocional', 'ou', 'distribuição', 'gratuita', 'em', 'estabelecimento', 'de', 'ensino', 'ou', 'local', 'público', ';', 'v', '–', 'o', 'patrocínio', 'de', 'atividade', 'cultural', 'ou', 'esportiva', ';', 'vi', '–', 'a', 'propaganda', 'fixa', 'ou', 'móvel', 'em', 'estádio', ',', 'pista', ',', 'palco', 'ou', 'local', 'similar', ';', 'vii', '–', 'a', 'propaganda', 'indireta', 'contratada', ',', 'também', 'denominada', 'merchandising', ',', 'nos', 'programas', 'produzidos', 'no', 'país', 'após', 'a', 'publicação', 'desta', 'lei', ',', 'em', 'qualquer', 'horário', ';', 'viii', '–', 'a', 'comercialização', 'em', 'estabelecimento', 'de', 'ensino', ',', 'em', 'estabelecimento', 'de', 'saúde', 'e', 'em', 'órgãos', 'ou', 'entidades', 'da', 'administração', 'pública', ';', 'ix', '–', 'a', 'venda', 'a', 'menores', 'de', 'dezoito', 'anos', '.']","['O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,art 2º lei nº 9.294 15 julho 1996 passar vigorar acrescer seguinte dispositivo art 3º-d produto referir parágrafo único art 1 lei proibir i venda via postal ii distribuição amostra brinde iii propaganda eletrônico Internet iv realização visita promocional distribuição gratuito estabelecimento ensino público v patrocínio atividade cultural esportivo ver propaganda fixo móvel estádio pista palco similar vii propaganda indireto contratar denominar merchandising programa produzir país publicação lei horário viii comercialização estabelecimento ensino estabelecimento saúde órgão entidade administração público ix venda pequeno ano,art 2º lei nº 9.294 15 julh 1996 pass vigor acresc seguint disposi art 3º-d produt refer parágraf únic art 1 lei proib i vend via postal ii distribu amostr brind iii propagand eletrôn internet iv realiz visit promoc distribu gratuit estabelec ensin públic v patrocíni ativ cult espor vi propagand fix móvel estádi pist palc simil vii propagand indiret contrat denomin merchandising program produz país public lei hor vii comerci estabelec ensin estabelec saúd órg entidad administr públic ix vend men ano,559
"projeto de lei n o , de 2011 ( do sr. luiz otávio ) acrescenta inciso vi e § 4º no art . 44 da lei nº 10.406 , de 10 de janeiro de 2002 ( código civil ) , para incluir as entidades de previdência complementar como modalidade de pessoa jurídica de direito privado .","['projeto', 'de', 'lei', 'n', 'o', ',', 'de', '2011', '(', 'do', 'sr.', 'luiz', 'otávio', ')', 'acrescenta', 'inciso', 'vi', 'e', '§', '4º', 'no', 'art', '.', '44', 'da', 'lei', 'nº', '10.406', ',', 'de', '10', 'de', 'janeiro', 'de', '2002', '(', 'código', 'civil', ')', ',', 'para', 'incluir', 'as', 'entidades', 'de', 'previdência', 'complementar', 'como', 'modalidade', 'de', 'pessoa', 'jurídica', 'de', 'direito', 'privado', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'O', 'O', 'O', 'B-PESSOA', 'I-PESSOA', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,1,0,1,0,0,0,projeto lei n 2011 sr. Luiz otávio acrescentar inciso ver 4º art 44 lei nº 10.406 10 janeiro 2002 código civil incluir entidade previdência complementar modalidade pessoa jurídico direito privado,projet lei n 2011 sr. luiz otávi acrescent incis vi 4º art 44 lei nº 10.406 10 jan 2002 códig civil inclu entidad previd complement modal pesso juríd direit priv,560
"justificação o § 6 ° do art . 231 da constituição federal garante ao ocupante de boa-fé o “ direito a indenização ” das benfeitorias existentes na respectiva área , o que se fará “ na forma da lei ” .","['justificação', 'o', '§', '6', '°', 'do', 'art', '.', '231', 'da', 'constituição', 'federal', 'garante', 'ao', 'ocupante', 'de', 'boa-fé', 'o', '“', 'direito', 'a', 'indenização', '”', 'das', 'benfeitorias', 'existentes', 'na', 'respectiva', 'área', ',', 'o', 'que', 'se', 'fará', '“', 'na', 'forma', 'da', 'lei', '”', '.']","['O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,justificação 6 ° art 231 constituição federal garantir ocupante boa-fé direito indenização benfeitoria existente respectivo lei,justific 6 ° art 231 constitu feder gar ocup boa-fé direit inden benfeit exist respec lei,561
essa modalidade de pessoa jurídica não foi prevista pelo novo código civil .,"['essa', 'modalidade', 'de', 'pessoa', 'jurídica', 'não', 'foi', 'prevista', 'pelo', 'novo', 'código', 'civil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'O']",1,0,0,0,0,0,0,modalidade pessoa jurídico prever código civil,modal pesso juríd prev códig civil,562
não sendo diferente no brasil .,"['não', 'sendo', 'diferente', 'no', 'brasil', '.']","['O', 'O', 'O', 'O', 'B-LOCAL', 'O']",0,0,0,0,0,1,0,ser diferente Brasil,send difer brasil,563
"pena - reclusão , de quatro a oito anos . ” ( nr ) “ art . 243 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['pena', '-', 'reclusão', ',', 'de', 'quatro', 'a', 'oito', 'anos', '.', '”', '(', 'nr', ')', '“', 'art', '.', '243', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,pena reclusão ano nr art 243,pen reclus ano nr art 243,564
"washington reis ) dispõe sobre a obrigatoriedade de as casas de espetáculos , shopping centers , cinemas , parques temáticos e outros disponibilizarem , aos seus frequentadores , bebedouros públicos com água gelada .","['washington', 'reis', ')', 'dispõe', 'sobre', 'a', 'obrigatoriedade', 'de', 'as', 'casas', 'de', 'espetáculos', ',', 'shopping', 'centers', ',', 'cinemas', ',', 'parques', 'temáticos', 'e', 'outros', 'disponibilizarem', ',', 'aos', 'seus', 'frequentadores', ',', 'bebedouros', 'públicos', 'com', 'água', 'gelada', '.']","['B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,1,0,0,0,Washington Reis dispor obrigatoriedade casa espetáculo shopping centers cinema parque temático disponibilizar frequentador bebedouro público água gelar,washington reil dispõ obrigatoriedad cas espetácul shopping cent cinem parqu temá disponibiliz frequent beb públic águ gel,565
contamos com o apoio dos nobres pares para aprovar essa justa proposição e garantir um mínimo de dignidade àqueles que abdicam de suas vidas para dedicar-se integralmente ao cuidado de nossos idosos e das pessoas com deficiência em situação de dependência para o exercício de atividades da vida diária .,"['contamos', 'com', 'o', 'apoio', 'dos', 'nobres', 'pares', 'para', 'aprovar', 'essa', 'justa', 'proposição', 'e', 'garantir', 'um', 'mínimo', 'de', 'dignidade', 'àqueles', 'que', 'abdicam', 'de', 'suas', 'vidas', 'para', 'dedicar-se', 'integralmente', 'ao', 'cuidado', 'de', 'nossos', 'idosos', 'e', 'das', 'pessoas', 'com', 'deficiência', 'em', 'situação', 'de', 'dependência', 'para', 'o', 'exercício', 'de', 'atividades', 'da', 'vida', 'diária', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,contar nobre par aprovar justo proposição garantir mínimo dignidade àqueles abdicar vida dedicar se integralmente cuidado idoso pessoa deficiência situação dependência exercício atividade vida diário,cont nobr par aprov just propos garant mín dign àquel abdic vid dedicar-s integr cuid idos pesso defici situ depend exercíci ativ vid diár,566
art . 3 . º esta lei entra em vigor na data de sua publicação .,"['art', '.', '3', '.', 'º', 'esta', 'lei', 'entra', 'em', 'vigor', 'na', 'data', 'de', 'sua', 'publicação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,art 3 º lei entrar vigor data publicação,art 3 º lei entr vig dat public,567
"contrário disso , a presente lei se arvora no potencial democrático e republicano garantido pela publicidade em meio eletrônico , já alcançados na maior parte da esfera federal por meio da iniciativa que resultou no portal da transparência ( lei complementar n.º 131 , de 27 de maio de 2009 ) .","['contrário', 'disso', ',', 'a', 'presente', 'lei', 'se', 'arvora', 'no', 'potencial', 'democrático', 'e', 'republicano', 'garantido', 'pela', 'publicidade', 'em', 'meio', 'eletrônico', ',', 'já', 'alcançados', 'na', 'maior', 'parte', 'da', 'esfera', 'federal', 'por', 'meio', 'da', 'iniciativa', 'que', 'resultou', 'no', 'portal', 'da', 'transparência', '(', 'lei', 'complementar', 'n.º', '131', ',', 'de', '27', 'de', 'maio', 'de', '2009', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'I-LOCAL', 'I-LOCAL', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O']",1,0,0,0,0,1,0,contrário presente lei arvorar potencial democrático republicano garantir publicidade eletrônico alcançar esfera federal iniciativa resultar portal transparência lei complementar n.º 131 27 maio 2009,contr pres lei arv potenc democrá republic garant public eletrôn alcanç esf feder inici result port transpar lei complement n.º 131 27 mai 2009,568
deputado nereu crispim p l n .4 7 8 3 / 2 0 1 9 a p re s e n ta ç ã o : 2 9 / 0 8 / 2 0 1 9 1 6 : 4 4,"['deputado', 'nereu', 'crispim', 'p', 'l', 'n', '.4', '7', '8', '3', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '2', '9', '/', '0', '8', '/', '2', '0', '1', '9', '1', '6', ':', '4', '4']","['B-PESSOA', 'B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,2,0,0,0,deputado nereu Crispim p l n .4 7 8 3 2 0 1 9 p re s n ta ç ã 2 9 0 8 2 0 1 9 1 6 4 4,deput ner crispim p l n .4 7 8 3 2 0 1 9 p re s n ta ç ã 2 9 0 8 2 0 1 9 1 6 4 4,569
"art . 4º as aeit serão criadas em áreas de vocação turística , assim entendidas aquelas que apresentem em seu território : i – paisagens notáveis ; ii – localidades e acidentes naturais adequados ao repouso e à pratica de atividades recreativas , desportivas ou de lazer ; iii – bens ou locais de valor histórico , artístico , arqueológico ou pré-histórico ; iv – manifestações culturais ou etnológicas ; v – áreas destinadas à proteção dos recursos naturais renováveis ; p l n .4 8 3 6 / 2 0 1 9 a p re s e n ta ç ã o : 0 3 / 0 9 / 2 0 1 9 1 8 : 0 8 2 vi – unidades de conservação , nos termos da lei nº 9.985 , de 18 de julho de 2000 ; e vii – outros que venham a ser definidos .","['art', '.', '4º', 'as', 'aeit', 'serão', 'criadas', 'em', 'áreas', 'de', 'vocação', 'turística', ',', 'assim', 'entendidas', 'aquelas', 'que', 'apresentem', 'em', 'seu', 'território', ':', 'i', '–', 'paisagens', 'notáveis', ';', 'ii', '–', 'localidades', 'e', 'acidentes', 'naturais', 'adequados', 'ao', 'repouso', 'e', 'à', 'pratica', 'de', 'atividades', 'recreativas', ',', 'desportivas', 'ou', 'de', 'lazer', ';', 'iii', '–', 'bens', 'ou', 'locais', 'de', 'valor', 'histórico', ',', 'artístico', ',', 'arqueológico', 'ou', 'pré-histórico', ';', 'iv', '–', 'manifestações', 'culturais', 'ou', 'etnológicas', ';', 'v', '–', 'áreas', 'destinadas', 'à', 'proteção', 'dos', 'recursos', 'naturais', 'renováveis', ';', 'p', 'l', 'n', '.4', '8', '3', '6', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '0', '3', '/', '0', '9', '/', '2', '0', '1', '9', '1', '8', ':', '0', '8', '2', 'vi', '–', 'unidades', 'de', 'conservação', ',', 'nos', 'termos', 'da', 'lei', 'nº', '9.985', ',', 'de', '18', 'de', 'julho', 'de', '2000', ';', 'e', 'vii', '–', 'outros', 'que', 'venham', 'a', 'ser', 'definidos', '.']","['O', 'O', 'O', 'O', 'B-PRODUTODELEI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,1,0,0,art 4º aeit ser criar área vocação turístico entendir apresentar território i paisagem notável ii localidade acidente natural adequar repouso pratica atividade recreativo desportivo lazer iii bem local histórico artístico arqueológico pré-histórico iv manifestação cultural etnológico v área destinar proteção recurso natural renovável p l n .4 8 3 6 2 0 1 9 p re s n ta ç ã 0 3 0 9 2 0 1 9 1 8 0 8 2 ver unidade conservação termo lei nº 9.985 18 julho 2000 vii vir definir,art 4º aeit ser cri áre voc turís entend apresent territóri i pais not ii local acid natur adequ repous pra ativ recre despor laz iii bem local histór artíst arqueológ pré-histór iv manifest cult etnológ v áre destin proteç recurs natur renov p l n .4 8 3 6 2 0 1 9 p re s n ta ç ã 0 3 0 9 2 0 1 9 1 8 0 8 2 vi unidad conserv term lei nº 9.985 18 julh 2000 vii venh defin,570
"id = 270 , consultado em 10 de outubro de 2016 . 3 entidades da sociedade civil .","['id', '=', '270', ',', 'consultado', 'em', '10', 'de', 'outubro', 'de', '2016', '.', '3', 'entidades', 'da', 'sociedade', 'civil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'I-DATA', 'I-DATA', 'I-DATA', 'I-DATA', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,1,0,0,0,0,0,id = 270 consultar 10 outubro 2016 3 entidade sociedade civil,id = 270 consult 10 outubr 2016 3 entidad sociedad civil,571
