sentences,tokens,ner_tokens,FUNDAMENTO,DATA,ORGANIZACAO,PESSOA,PRODUTODELEI,LOCAL,EVENTO,lem_sentence,stem_sentence,id
"firme nessas razões , solicitamos o apoio dos ilustres pares para a aprovação do presente projeto de lei , que representa um passo a mais na luta contra a impunidade no brasil .","['firme', 'nessas', 'razões', ',', 'solicitamos', 'o', 'apoio', 'dos', 'ilustres', 'pares', 'para', 'a', 'aprovação', 'do', 'presente', 'projeto', 'de', 'lei', ',', 'que', 'representa', 'um', 'passo', 'a', 'mais', 'na', 'luta', 'contra', 'a', 'impunidade', 'no', 'brasil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'O']",0,0,0,0,0,1,0,firme em esse razão solicitar ilustr par aprovação presente projeto lei representar passo luta impunidade Brasil,firm ness ra solicit ilustr par aprov pres projet lei represent pass lut impun brasil,667
( nr ) art . 2º esta lei entra em vigor noventa dias após a data de sua publicação .,"['(', 'nr', ')', 'art', '.', '2º', 'esta', 'lei', 'entra', 'em', 'vigor', 'noventa', 'dias', 'após', 'a', 'data', 'de', 'sua', 'publicação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,nr art 2º lei entrar vigor noventa dia data publicação,nr art 2º lei entr vig novent dia dat public,668
"a câmara dos deputados resolve : art . 1 o esta resolução aumenta o número de oradores no grande expediente , atribuindo a cada um deles um período de quinze minutos para o seu pronunciamento .","['a', 'câmara', 'dos', 'deputados', 'resolve', ':', 'art', '.', '1', 'o', 'esta', 'resolução', 'aumenta', 'o', 'número', 'de', 'oradores', 'no', 'grande', 'expediente', ',', 'atribuindo', 'a', 'cada', 'um', 'deles', 'um', 'período', 'de', 'quinze', 'minutos', 'para', 'o', 'seu', 'pronunciamento', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,câmara deputado resolver art 1 resolução aumentar orador expediente atribuir de eles período minuto pronunciamento,câm deput resolv art 1 resoluç aument orad expedi atribu del períod minut pronunc,669
"dispõe , isto sim , sobre condição para se chegar à investidura em cargo público , que é um momento anterior ao da caracterização do candidato como servidor público .","['dispõe', ',', 'isto', 'sim', ',', 'sobre', 'condição', 'para', 'se', 'chegar', 'à', 'investidura', 'em', 'cargo', 'público', ',', 'que', 'é', 'um', 'momento', 'anterior', 'ao', 'da', 'caracterização', 'do', 'candidato', 'como', 'servidor', 'público', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,dispor condição chegar investidura cargo público anterior caracterização candidato servidor público,dispõ cond cheg investid carg públic anteri caracter candidat serv públic,670
"art . 2º as informações exigidas conforme o disposto no art . 1º desta lei deverão ser inclusas em embalagens de produtos processados e in natura , separadamente da listagem de ingredientes e tabela de informações nutricionais , com a especificação de que se tratam de produtos químicos utilizados durante a confecção , processamento , produção ou industrialização do alimento .","['art', '.', '2º', 'as', 'informações', 'exigidas', 'conforme', 'o', 'disposto', 'no', 'art', '.', '1º', 'desta', 'lei', 'deverão', 'ser', 'inclusas', 'em', 'embalagens', 'de', 'produtos', 'processados', 'e', 'in', 'natura', ',', 'separadamente', 'da', 'listagem', 'de', 'ingredientes', 'e', 'tabela', 'de', 'informações', 'nutricionais', ',', 'com', 'a', 'especificação', 'de', 'que', 'se', 'tratam', 'de', 'produtos', 'químicos', 'utilizados', 'durante', 'a', 'confecção', ',', 'processamento', ',', 'produção', 'ou', 'industrialização', 'do', 'alimento', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,art 2º informação exigir conforme disposto art 1º lei dever incluso embalagem produto processar in natura separadamente listagem ingrediente tabela informação nutricional especificação tratar produto químico utilizar durante confecção processamento produção industrialização alimento,art 2º inform exig conform dispost art 1º lei dev inclus embal produt process in natur separad list ingredi tabel inform nutric especific trat produt quím utiliz dur confecç process produç industri aliment,671
deputado bosco costa p l n .4 6 1 0 / 2 0 1 9 a p re s e n ta ç ã o : 2 1 / 0 8 / 2 0 1 9 1 2 : 0 5,"['deputado', 'bosco', 'costa', 'p', 'l', 'n', '.4', '6', '1', '0', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '2', '1', '/', '0', '8', '/', '2', '0', '1', '9', '1', '2', ':', '0', '5']","['B-PESSOA', 'B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,2,0,0,0,deputado Bosco Costa p l n .4 6 1 0 2 0 1 9 p re s n ta ç ã 2 1 0 8 2 0 1 9 1 2 0 5,deput bosc cost p l n .4 6 1 0 2 0 1 9 p re s n ta ç ã 2 1 0 8 2 0 1 9 1 2 0 5,672
p l n .4 7 4 8 / 2 0 1 9 a p re s e n ta ç ã o : 2 8 / 0 8 / 2 0 1 9 1 6 : 0 1 2 justificação a violência contra mulher é um problema que aflige a sociedade .,"['p', 'l', 'n', '.4', '7', '4', '8', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '2', '8', '/', '0', '8', '/', '2', '0', '1', '9', '1', '6', ':', '0', '1', '2', 'justificação', 'a', 'violência', 'contra', 'mulher', 'é', 'um', 'problema', 'que', 'aflige', 'a', 'sociedade', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,p l n .4 7 4 8 2 0 1 9 p re s n ta ç ã 2 8 0 8 2 0 1 9 1 6 0 1 2 justificação violência mulher problema afligir sociedade,p l n .4 7 4 8 2 0 1 9 p re s n ta ç ã 2 8 0 8 2 0 1 9 1 6 0 1 2 justific viol mulh problem aflig sociedad,673
"art . 2º o art . 165 da lei nº 5.172 , de 25 de outubro de 1966 – código tributário nacional passa a vigorar com a seguinte redação : ― art . 165 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['art', '.', '2º', 'o', 'art', '.', '165', 'da', 'lei', 'nº', '5.172', ',', 'de', '25', 'de', 'outubro', 'de', '1966', '–', 'código', 'tributário', 'nacional', 'passa', 'a', 'vigorar', 'com', 'a', 'seguinte', 'redação', ':', '―', 'art', '.', '165', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,0,0,0,0,0,0,art 2º art 165 lei nº 5.172 25 outubro 1966 código tributário nacional passar vigorar seguinte redação art 165,art 2º art 165 lei nº 5.172 25 outubr 1966 códig tribut nacion pass vigor seguint red art 165,674
"sendo assim , de modo a tornar mais ágil e rápida a concessão de visto temporário aos trabalhadores estrangeiros e sua integração ao mercado de trabalho no brasil , propomos a presente iniciativa legislativa , para qual contamos com o apoiamento de meus ilustres pares com vistas à sua transformação em norma legal .","['sendo', 'assim', ',', 'de', 'modo', 'a', 'tornar', 'mais', 'ágil', 'e', 'rápida', 'a', 'concessão', 'de', 'visto', 'temporário', 'aos', 'trabalhadores', 'estrangeiros', 'e', 'sua', 'integração', 'ao', 'mercado', 'de', 'trabalho', 'no', 'brasil', ',', 'propomos', 'a', 'presente', 'iniciativa', 'legislativa', ',', 'para', 'qual', 'contamos', 'com', 'o', 'apoiamento', 'de', 'meus', 'ilustres', 'pares', 'com', 'vistas', 'à', 'sua', 'transformação', 'em', 'norma', 'legal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,1,0,ser modo tornar ágil rápido concessão ver temporário trabalhador estrangeiro integração mercado trabalho Brasil propor presente iniciativa legislativo contar apoiamento ilustr par vista transformação norma legal,send mod torn ágil rápid concess vist tempor trabalh estrang integr merc trabalh brasil prop pres inici legisl cont apoi ilustr par vist transform norm legal,675
"v – núcleos voltados a homens com perfil violento , agressor ou com indicativos para a prática de tais atos , no intuito de levá-lo à conscientização de quem ele é , seu papel social e a necessidade de respeito à mulher , além de centros de reabilitação","['v', '–', 'núcleos', 'voltados', 'a', 'homens', 'com', 'perfil', 'violento', ',', 'agressor', 'ou', 'com', 'indicativos', 'para', 'a', 'prática', 'de', 'tais', 'atos', ',', 'no', 'intuito', 'de', 'levá-lo', 'à', 'conscientização', 'de', 'quem', 'ele', 'é', ',', 'seu', 'papel', 'social', 'e', 'a', 'necessidade', 'de', 'respeito', 'à', 'mulher', ',', 'além', 'de', 'centros', 'de', 'reabilitação']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,v núcleo voltar homem perfil violento agressor indicativo prática ato intuito levar ele conscientização papel social necessidade respeito mulher centro reabilitação,v núcle volt hom perfil violent agres indic prát ato intuit levá-l conscien papel soc necess respeit mulh centr reabilit,676
a constituição federal condicionou o direito de propriedade ao cumprimento da sua função social .,"['a', 'constituição', 'federal', 'condicionou', 'o', 'direito', 'de', 'propriedade', 'ao', 'cumprimento', 'da', 'sua', 'função', 'social', '.']","['O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,constituição federal condicionar direito propriedade cumprimento função social,constitu feder condicion direit propriedad cumpr funç soc,677
"projeto de lei n o , de 2019 ( da sra. dra. soraya manato ) altera a lei n o . 12.016 , de 7 de agosto de 2009 , que “ disciplina o mandado de segurança individual e coletivo e dá outras providências ” , para incluir o inciso iv ao art . 5 o , que prevê nova hipótese de não concessão de mandado de segurança o congresso nacional decreta : art . 1 o a presente lei altera a lei n o . 12.016 , de 7 de agosto de 2009 , para incluir hipótese de não concessão de mandado de segurança .","['projeto', 'de', 'lei', 'n', 'o', ',', 'de', '2019', '(', 'da', 'sra.', 'dra.', 'soraya', 'manato', ')', 'altera', 'a', 'lei', 'n', 'o', '.', '12.016', ',', 'de', '7', 'de', 'agosto', 'de', '2009', ',', 'que', '“', 'disciplina', 'o', 'mandado', 'de', 'segurança', 'individual', 'e', 'coletivo', 'e', 'dá', 'outras', 'providências', '”', ',', 'para', 'incluir', 'o', 'inciso', 'iv', 'ao', 'art', '.', '5', 'o', ',', 'que', 'prevê', 'nova', 'hipótese', 'de', 'não', 'concessão', 'de', 'mandado', 'de', 'segurança', 'o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1', 'o', 'a', 'presente', 'lei', 'altera', 'a', 'lei', 'n', 'o', '.', '12.016', ',', 'de', '7', 'de', 'agosto', 'de', '2009', ',', 'para', 'incluir', 'hipótese', 'de', 'não', 'concessão', 'de', 'mandado', 'de', 'segurança', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'O', 'O', 'O', 'B-PESSOA', 'B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,1,0,2,0,0,0,projeto lei n 2019 sra. dra soraya manato alterar Lei n 12.016 7 agosto 2009 disciplina mandado segurança individual coletivo providência incluir inciso iv art 5 prever hipótese concessão mandar segurança congresso nacional decretar art 1 presente lei alterar Lei n 12.016 7 agosto 2009 incluir hipótese concessão mandar segurança,projet lei n 2019 sra. dra soray manat alt lei n 12.016 7 agost 2009 disciplin mand seguranç individ cole provid inclu incis iv art 5 prev hipótes concess mand seguranç congress nacion decret art 1 pres lei alt lei n 12.016 7 agost 2009 inclu hipótes concess mand seguranç,678
"o dado sugere que a concentração de candidaturas por faixa etária começa a partir dos vinte e nove anos . 3 observando o número de eleitos para a câmara dos deputados , constata-se que em setembro de 2012 estavam em exercício apenas 12 deputados com idade entre 21 e 29 anos ( percentual de 2% da casa ) .","['o', 'dado', 'sugere', 'que', 'a', 'concentração', 'de', 'candidaturas', 'por', 'faixa', 'etária', 'começa', 'a', 'partir', 'dos', 'vinte', 'e', 'nove', 'anos', '.', '3', 'observando', 'o', 'número', 'de', 'eleitos', 'para', 'a', 'câmara', 'dos', 'deputados', ',', 'constata-se', 'que', 'em', 'setembro', 'de', '2012', 'estavam', 'em', 'exercício', 'apenas', '12', 'deputados', 'com', 'idade', 'entre', '21', 'e', '29', 'anos', '(', 'percentual', 'de', '2%', 'da', 'casa', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'O', 'O', 'O', 'B-DATA', 'I-DATA', 'I-DATA', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,1,1,1,0,0,0,dado sugerir concentração candidatura faixa etário começar ano 3 observar eleitos câmara deputado constatar se setembro 2012 estar exercício 12 deputado idade 21 29 ano percentual 2 casa,dad sug concentr candidat faix etár começ ano 3 observ eleit câm deput constata-s setembr 2012 est exercíci 12 deput idad 21 29 ano percent 2 cas,679
pois bem .,"['pois', 'bem', '.']","['O', 'O', 'O']",0,0,0,0,0,0,0,,,680
"condutas como as relatadas , são condenadas pela convenção sobre a prevenção do crime de genocídio , adotada pelas nações unidas em 1948 , que considera genocídio todo ato cometido com o propósito de destruir , em parte ou em sua totalidade , uma nação , etnia , raça , ou grupo religioso .","['condutas', 'como', 'as', 'relatadas', ',', 'são', 'condenadas', 'pela', 'convenção', 'sobre', 'a', 'prevenção', 'do', 'crime', 'de', 'genocídio', ',', 'adotada', 'pelas', 'nações', 'unidas', 'em', '1948', ',', 'que', 'considera', 'genocídio', 'todo', 'ato', 'cometido', 'com', 'o', 'propósito', 'de', 'destruir', ',', 'em', 'parte', 'ou', 'em', 'sua', 'totalidade', ',', 'uma', 'nação', ',', 'etnia', ',', 'raça', ',', 'ou', 'grupo', 'religioso', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'B-DATA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,1,1,0,0,0,0,conduta relatar condenar convenção prevenção crime genocídio adotar nação unir 1948 considerar genocídio ato cometer propósito destruir totalidade nação etnia raça religioso,condut relat conden convenç prevenç crim genocídi adot naçã unid 1948 consid genocídi ato comet propósit destru total naçã etn raç religi,681
"cada poder detalhará , em seu âmbito , as informações serem disponibilizadas , bem como a forma de divulgação .","['cada', 'poder', 'detalhará', ',', 'em', 'seu', 'âmbito', ',', 'as', 'informações', 'serem', 'disponibilizadas', ',', 'bem', 'como', 'a', 'forma', 'de', 'divulgação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,detalhar âmbito informação ser disponibilizar divulgação,detalh âmbit inform ser disponibil divulg,682
"art . 3º esta lei entrará em vigor noventa dias após a sua publicação . 2 justificação nas últimas décadas , a televisão aberta consolidou-se como o principal veículo de comunicação de massa no país .","['art', '.', '3º', 'esta', 'lei', 'entrará', 'em', 'vigor', 'noventa', 'dias', 'após', 'a', 'sua', 'publicação', '.', '2', 'justificação', 'nas', 'últimas', 'décadas', ',', 'a', 'televisão', 'aberta', 'consolidou-se', 'como', 'o', 'principal', 'veículo', 'de', 'comunicação', 'de', 'massa', 'no', 'país', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,art 3º lei entrar vigor noventa dia publicação 2 justificação último década televisão abrir consolidar se principal veículo comunicação massa país,art 3º lei entr vig novent dia public 2 justific últ déc televis abert consolidou-s princip veícul comunic mass país,683
"o congresso nacional decreta : art . 1º a presente lei tem por objetivo acrescentar parágrafo único ao art . 1º da lei nº 9.492 , de 10 de setembro de 1997 , para vedar o protesto de documentos comprobatórios da existência de débitos perante a fazenda pública .","['o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1º', 'a', 'presente', 'lei', 'tem', 'por', 'objetivo', 'acrescentar', 'parágrafo', 'único', 'ao', 'art', '.', '1º', 'da', 'lei', 'nº', '9.492', ',', 'de', '10', 'de', 'setembro', 'de', '1997', ',', 'para', 'vedar', 'o', 'protesto', 'de', 'documentos', 'comprobatórios', 'da', 'existência', 'de', 'débitos', 'perante', 'a', 'fazenda', 'pública', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'O']",1,0,1,0,0,0,0,congresso nacional decretar art 1º presente lei objetivo acrescentar parágrafo único art 1º lei nº 9.492 10 setembro 1997 vedar protesto documento comprobatório existência débito perante fazenda público,congress nacion decret art 1º pres lei obje acrescent parágraf únic art 1º lei nº 9.492 10 setembr 1997 ved protest document comprobatóri exist débit per fazend públic,684
"como se sabe , a reciclagem tem vantagens ambientais e econômicas .","['como', 'se', 'sabe', ',', 'a', 'reciclagem', 'tem', 'vantagens', 'ambientais', 'e', 'econômicas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,reciclagem vantagem ambiental econômico,recicl vantag ambient econôm,685
"além das tradicionais regiões da serra da canastra e do serro , de minas gerais , já surgiram rotas de queijo artesanal nos estados de são paulo , rio grande do sul , pará – na ilha de marajó , e pernambuco .","['além', 'das', 'tradicionais', 'regiões', 'da', 'serra', 'da', 'canastra', 'e', 'do', 'serro', ',', 'de', 'minas', 'gerais', ',', 'já', 'surgiram', 'rotas', 'de', 'queijo', 'artesanal', 'nos', 'estados', 'de', 'são', 'paulo', ',', 'rio', 'grande', 'do', 'sul', ',', 'pará', '–', 'na', 'ilha', 'de', 'marajó', ',', 'e', 'pernambuco', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'I-LOCAL', 'I-LOCAL', 'O', 'O', 'B-LOCAL', 'O', 'O', 'B-LOCAL', 'I-LOCAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'I-LOCAL', 'O', 'B-LOCAL', 'I-LOCAL', 'I-LOCAL', 'I-LOCAL', 'O', 'B-LOCAL', 'O', 'O', 'B-LOCAL', 'I-LOCAL', 'I-LOCAL', 'O', 'O', 'B-LOCAL', 'O']",0,0,0,0,0,8,0,tradicional região serra canastra serro mina geral surgir rota queijo artesanal estado Paulo rio Sul pará ilha Marajó pernambuco,tradic reg serr canastr serr min geral surg rot queij artesan est paul rio sul par ilh marajó pernambuc,686
"manuel marcos ) altera a lei nº 6.766 / 1979 ( lei do parcelamento do solo urbano ) , em relação aos requisitos mínimos para o loteamento .","['manuel', 'marcos', ')', 'altera', 'a', 'lei', 'nº', '6.766', '/', '1979', '(', 'lei', 'do', 'parcelamento', 'do', 'solo', 'urbano', ')', ',', 'em', 'relação', 'aos', 'requisitos', 'mínimos', 'para', 'o', 'loteamento', '.']","['B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,0,0,1,0,0,0,Manuel Marcos alterar lei nº 6.766 1979 lei parcelamento solo urbano requisito mínimo loteamento,manuel marc alt lei nº 6.766 1979 lei parcel sol urban requisit mín lote,687
